EventNumber DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle1_E DecayParticle1_pt DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_px DecayParticle2_py DecayParticle2_pz DecayParticle2_E DecayParticle2_pt
4766 W+ 1 80.4 48.96 -3.992 0.04 94.2188 49.1225 W- 1 80.4 5.44 -45.908 1.96 92.7639 46.2292
4767 b 0 4.18 -27.764 33.098 0.378 43.4043 43.2009 b 0 4.18 -35.336 54.002 1.722 64.6938 64.5356
4768 b 0 4.18 -0.954 53.04 8.607 53.9046 53.0486 b 0 4.18 -94.446 13.26 36.693 102.273 95.3723
4769 b 0 4.18 -8.262 22.448 22.95 33.4118 23.9201 b 0 4.18 -22.338 26.352 62.05 71.1413 34.5458
4770 W+ 1 80.4 2.041 7.875 29.76 86.1162 8.13519 W- 1 80.4 13.659 23.625 18.24 86.8422 27.2894
4771 b 0 4.18 -55.76 0.409 16.949 58.4302 55.7615 b 0 4.18 -12.24 40.491 82.751 93.0298 42.3006
4772 W+ 1 80.4 60.384 0.302 2.727 100.588 60.3848 W- 1 80.4 2.516 29.898 88.173 123.04 30.0037
4773 W+ 1 80.4 -1.896 -1.718 1.9 80.4631 2.55858 W- 1 80.4 -61.304 -84.182 0.1 131.564 104.138
4774 tau+ 0 1.77 -7.68 -7.02 33.192 34.8297 10.4049 tau- 0 1.77 -88.32 -28.08 12.908 93.5877 92.6764
4775 b 0 4.18 24.908 13.74 -31.218 42.4409 28.4464 b 0 4.18 22.992 77.86 -63.382 103.08 81.1838
4776 b 0 4.18 -9.265 54.3 2.616 55.305 55.0848 b 0 4.18 -45.235 18.1 30.084 57.4137 48.7218
4777 W+ 1 80.4 -8.532 0.398 25.335 84.7288 8.54128 W- 1 80.4 -7.268 39.402 30.965 95.0175 40.0667
4778 b 0 4.18 -51.395 0.484 0.799 51.5732 51.3973 b 0 4.18 -2.705 11.616 79.101 80.1042 11.9268
4779 b 0 4.18 37.064 10.976 -0.492 38.8835 38.655 b 0 4.18 8.136 57.624 -24.108 63.1299 58.1955
4780 b 0 4.18 47.596 13.68 3.861 49.8488 49.5229 b 0 4.18 17.604 62.32 39.039 75.7311 64.7587
4781 b 0 4.18 52.416 3.162 -4.43 52.8633 52.5113 b 0 4.18 9.984 49.538 -39.87 64.5041 50.5341
4782 W+ 1 80.4 6.996 15.786 35.427 89.5398 17.2668 W- 1 80.4 14.204 71.914 36.873 114.879 73.3033
4783 b 0 4.18 3.288 15.82 53.144 55.7031 16.1581 b 0 4.18 10.412 63.28 41.756 76.6407 64.1309
4784 W+ 1 80.4 1.722 2.325 17.752 82.3873 2.89325 W- 1 80.4 2.478 5.175 45.648 92.6327 5.73769
4785 W+ 1 80.4 33.762 14.88 22.984 91.3986 36.8956 W- 1 80.4 32.438 84.32 44.616 128.906 90.3443
4786 b 0 4.18 28.644 -30.194 -14.174 44.1648 41.6192 b 0 4.18 63.756 -67.206 -23.126 95.5707 92.6362
4787 b 0 4.18 11.289 -12.339 1.078 17.2721 16.724 b 0 4.18 4.611 -33.361 52.822 62.7842 33.6781
4788 b 0 4.18 68.967 0.16 -0.676 69.097 68.9672 b 0 4.18 2.133 15.84 -33.124 37.0152 15.983
4789 tau+ 0 1.77 10.24 25.97 4.984 28.4125 27.9159 tau- 0 1.77 15.36 23.03 66.216 71.7914 27.6823
4790 b 0 4.18 7.065 10.234 -12.684 18.2484 12.4358 b 0 4.18 8.635 19.866 -47.716 52.5691 21.6615
4791 b 0 4.18 51.315 0.021 -7.7 52.0576 51.315 b 0 4.18 41.985 2.079 -9.8 43.3656 42.0364
4792 b 0 4.18 -75.466 0.039 0 75.5817 75.466 b 0 4.18 -2.334 1.261 5 7.03634 2.65286
4793 b 0 4.18 -7.36 40.278 -29.146 50.4326 40.9449 b 0 4.18 -29.44 55.622 -47.554 78.9897 62.9327
4794 b 0 4.18 -50.12 5.448 -4.968 50.8316 50.4152 b 0 4.18 -21.48 17.252 -77.832 82.6699 27.5504
4795 W+ 1 80.4 -7.787 59.719 21.216 102.671 60.2246 W- 1 80.4 -52.113 38.181 60.384 119.515 64.6031
4796 b 0 4.18 55.932 1.176 27.057 62.2842 55.9444 b 0 4.18 38.868 8.624 66.243 77.3996 39.8133
4797 b 0 4.18 26.695 -3.835 -0 27.2911 26.9691 b 0 4.18 1.405 -72.865 -19.9 75.6622 72.8785
4798 b 0 4.18 31.916 -0.399 0.016 32.191 31.9185 b 0 4.18 8.484 -1.701 0.784 9.64151 8.65284
4799 b 0 4.18 -43.584 6.14 -11.466 45.675 44.0144 b 0 4.18 -24.516 55.26 -32.634 68.827 60.4541
4800 W+ 1 80.4 0.096 -51.435 1.08 95.451 51.4351 W- 1 80.4 0.504 -12.065 34.92 88.4838 12.0755
4801 W+ 1 80.4 -82.26 3.26 3.732 115.132 82.3246 W- 1 80.4 -9.14 78.24 58.468 126.837 78.7721
4802 b 0 4.18 43.632 26.97 12.99 53.0787 51.2946 b 0 4.18 37.168 60.03 73.61 102.083 70.605
4803 b 0 4.18 -30.576 5.748 24.978 40.1161 31.1116 b 0 4.18 -33.124 90.052 29.322 100.418 95.9508
4804 b 0 4.18 -18.414 -1.468 -18.432 26.428 18.4724 b 0 4.18 -11.286 -71.932 -32.768 79.955 72.812
4805 b 0 4.18 -0.376 -1.086 0 4.33511 1.14925 b 0 4.18 -0.024 -17.014 52 54.8721 17.014
4806 W+ 1 80.4 30.952 -0.568 9.338 86.6586 30.9572 W- 1 80.4 27.448 -56.232 10.962 102.468 62.5734
4807 b 0 4.18 4.992 -25.608 -7.888 27.575 26.09 b 0 4.18 14.208 -13.192 -90.712 92.8549 19.388
4808 b 0 4.18 8.086 -59.808 -0.369 60.4978 60.3521 b 0 4.18 54.114 -11.392 -11.931 56.7267 55.3001
4809 b 0 4.18 -21.331 -3.705 1.772 22.1213 21.6504 b 0 4.18 -4.369 -24.795 42.528 49.5982 25.177
4810 b 0 4.18 -23.907 37.29 -5.544 44.8363 44.2955 b 0 4.18 -37.393 30.51 -86.856 99.4512 48.2607
4811 b 0 4.18 24.485 -6.093 -1.168 25.6023 25.2317 b 0 4.18 5.015 -61.607 -13.432 63.3914 61.8108
4812 W+ 1 80.4 -13.246 2.13 -42.34 91.8522 13.4162 W- 1 80.4 -22.554 40.47 -30.66 97.7277 46.3304
4813 b 0 4.18 75.087 -1.52 -1.804 75.2402 75.1024 b 0 4.18 17.613 -17.48 -14.596 29.091 24.8147
4814 b 0 4.18 7.856 31.8 15.555 36.5019 32.756 b 0 4.18 90.344 10.6 75.945 118.573 90.9637
4815 W+ 1 80.4 -17.49 13.79 -3.72 83.5109 22.2725 W- 1 80.4 -14.31 25.61 -33.48 91.9006 29.3368
4816 b 0 4.18 53.3 -0 -0 53.4637 53.3 b 0 4.18 0 -5.1 -60.6 60.9577 5.1
4817 b 0 4.18 -49.232 -15.678 -1.242 51.8518 51.6681 b 0 4.18 -23.168 -44.622 -19.458 54.0737 50.278
4818 b 0 4.18 -0.33 44.714 -16.56 47.866 44.7152 b 0 4.18 -10.67 11.886 -75.44 77.2256 15.9727
4819 b 0 4.18 -11.761 28.896 -4.389 31.7811 31.1978 b 0 4.18 -50.139 31.304 -8.911 59.9228 59.1089
4820 b 0 4.18 15.908 -1.596 0 16.5253 15.9879 b 0 4.18 0.492 -51.604 32.7 61.2371 51.6063
4821 b 0 4.18 -7.87 -4.255 -45.359 46.4215 8.94662 b 0 4.18 -70.83 -14.245 -22.341 75.739 72.2482
4822 b 0 4.18 28.796 5.859 0.459 29.6854 29.386 b 0 4.18 2.504 77.841 45.441 90.2654 77.8813
4823 b 0 4.18 -13.615 -9.417 -21.01 27.0729 16.5544 b 0 4.18 -25.285 -12.483 -74.49 79.7583 28.1985
4824 b 0 4.18 42.121 2.365 -9.568 43.4602 42.1873 b 0 4.18 15.579 19.135 -50.232 56.1211 24.675
4825 W+ 1 80.4 21.168 -20.88 -4.284 85.8287 29.7331 W- 1 80.4 22.932 -25.52 -56.916 104.311 34.3096
4826 b 0 4.18 24.597 34.98 0.08 42.9662 42.7623 b 0 4.18 66.503 31.02 0.32 73.5015 73.3818
4827 W+ 1 80.4 32.45 8.977 -1.791 87.1835 33.6688 W- 1 80.4 32.45 10.123 -57.909 104.753 33.9923
4828 b 0 4.18 31.111 -15.54 11.128 36.7517 34.7762 b 0 4.18 27.589 -58.46 31.672 72.1063 64.6431
4829 W+ 1 80.4 -6.48 -7.616 4.974 81.172 9.99969 W- 1 80.4 -15.12 -4.284 77.926 113.065 15.7152
4830 b 0 4.18 20.61 45.265 -0 49.9116 49.7362 b 0 4.18 25.19 37.035 -91.1 101.601 44.7898
4831 W+ 1 80.4 -91.77 0.414 1.647 122.02 91.7709 W- 1 80.4 -4.83 20.286 53.253 98.6656 20.8531
4832 b 0 4.18 3.624 39.96 -2.932 40.4476 40.124 b 0 4.18 56.776 4.44 -70.368 90.6221 56.9493
4833 b 0 4.18 0.15 -2.184 -26.376 26.7947 2.18915 b 0 4.18 0.35 -13.416 -20.724 25.0413 13.4206
4834 b 0 4.18 20.748 8.685 2.574 23.0219 22.4924 b 0 4.18 19.152 87.815 4.026 90.0664 89.8792
4835 b 0 4.18 3.88 -32.844 -0.648 33.3418 33.0724 b 0 4.18 44.62 -6.256 -7.452 45.8594 45.0564
4836 b 0 4.18 26.928 -3.18 19.834 33.8539 27.1151 b 0 4.18 54.672 -12.72 22.366 60.5684 56.1322
4837 b 0 4.18 6.96 -21.924 9.125 25.0966 23.0022 b 0 4.18 7.54 -59.276 27.375 65.8586 59.7536
4838 b 0 4.18 -87.906 0.904 3.728 88.0889 87.9106 b 0 4.18 -8.694 89.496 42.872 99.7026 89.9173
4839 b 0 4.18 -18.825 -7.826 -4.268 21.2442 20.3869 b 0 4.18 -6.275 -48.074 -34.532 59.6692 48.4818
4840 W+ 1 80.4 10.257 8.59 -14.076 82.7121 13.3789 W- 1 80.4 16.043 77.31 -13.524 113.496 78.957
4841 W+ 1 80.4 -44.019 17.172 0.693 93.2587 47.2499 W- 1 80.4 -16.281 78.228 7.007 113.569 79.9043
4842 b 0 4.18 61.503 -2.196 2.485 61.734 61.5422 b 0 4.18 12.597 -16.104 47.215 51.6212 20.4456
4843 W+ 1 80.4 61.88 -0.256 -4.9 101.574 61.8805 W- 1 80.4 10.92 -2.944 -65.1 104.068 11.3099
4844 b 0 4.18 0.842 -9.909 -62.208 63.1364 9.94471 b 0 4.18 83.358 -26.791 -24.192 90.9343 87.5575
4845 b 0 4.18 -42.57 -0.936 -0 42.785 42.5803 b 0 4.18 -0.43 -92.664 -27.9 96.8643 92.665
4846 b 0 4.18 11.13 25.056 1.162 27.7579 27.4168 b 0 4.18 41.87 9.744 15.438 45.8677 42.9889
4847 W+ 1 80.4 -52.704 11.647 -5.76 97.0088 53.9756 W- 1 80.4 -20.496 49.653 -58.24 112.879 53.7169
4848 W+ 1 80.4 -13.23 0.302 -0 81.4818 13.2334 W- 1 80.4 -0.27 14.798 -73.7 110.068 14.8005
4849 b 0 4.18 -13.86 -0.109 0 14.477 13.8604 b 0 4.18 -0.14 -10.791 13.2 17.555 10.7919
4850 b 0 4.18 57.486 -0.38 -9.6 58.433 57.4873 b 0 4.18 28.314 -37.62 -20.4 51.4838 47.0845
4851 b 0 4.18 -47.992 6.368 -0.036 48.5928 48.4126 b 0 4.18 -37.708 73.232 -0.064 82.476 82.37
4852 b 0 4.18 9.18 1.125 -26.832 28.6874 9.24868 b 0 4.18 11.22 36.375 -24.768 45.6065 38.0661
4853 b 0 4.18 -3.948 -19.788 1.64 20.6716 20.178 b 0 4.18 -10.152 -9.312 39.36 41.9101 13.7759
4854 b 0 4.18 35.028 0.87 18.954 40.0555 35.0388 b 0 4.18 62.272 7.83 16.146 64.9406 62.7623
4855 b 0 4.18 21.489 -22.365 5.352 31.7504 31.0156 b 0 4.18 52.611 -13.135 61.548 82.1345 54.2259
4856 b 0 4.18 -78.909 -12.064 -0 79.9352 79.8259 b 0 4.18 -11.791 -80.736 -56.4 99.2762 81.5925
4857 b 0 4.18 7.704 4.64 -6.156 11.6726 8.9934 b 0 4.18 88.596 24.36 -1.944 91.9995 91.884
4858 b 0 4.18 5.394 -4.67 1.65 8.43202 7.13471 b 0 4.18 0.406 -88.73 80.85 120.114 88.7309
4859 b 0 4.18 -1.679 5.19 34.861 35.5319 5.45483 b 0 4.18 -5.621 81.31 14.239 82.844 81.5041
4860 b 0 4.18 6.79 25.73 -2.156 27.0233 26.6108 b 0 4.18 61.11 15.77 -5.544 63.4928 63.112
4861 b 0 4.18 97.812 -0.346 0 97.9019 97.8126 b 0 4.18 0.987999 -34.254 27.5 44.1366 34.2682
4862 tau+ 0 1.77 62.855 -8.218 7.476 63.8538 63.39 tau- 0 1.77 33.845 -50.482 28.124 66.9926 60.7776
4863 W+ 1 80.4 -58.786 -2.646 -0.742 99.6369 58.8455 W- 1 80.4 -5.814 -35.154 -36.358 95.1613 35.6315
4864 W+ 1 80.4 -0.769 -6.3 -23.318 83.9534 6.34676 W- 1 80.4 -76.131 -56.7 -2.882 124.432 94.9253
4865 b 0 4.18 -55.08 0.096 9.924 56.1228 55.0801 b 0 4.18 -9.72 3.104 72.776 73.6066 10.2036
4866 b 0 4.18 -8.33 0.864 1.677 9.50895 8.37469 b 0 4.18 -8.67 6.336 2.623 11.8181 10.7384
4867 b 0 4.18 -5.803 -61.568 17.233 64.333 61.8409 b 0 4.18 -77.097 -21.632 73.467 108.751 80.0743
4868 W+ 1 80.4 -83.72 1.52 -5.436 116.211 83.7338 W- 1 80.4 -7.28 74.48 -85.164 138.987 74.8349
4869 W+ 1 80.4 46.256 -3.024 -20.007 94.9379 46.3547 W- 1 80.4 48.144 -9.576 -54.093 108.627 49.0871
4870 b 0 4.18 35.68 2.7 -3.927 36.2387 35.782 b 0 4.18 8.92 27.3 -31.773 43.0332 28.7203
4871 W+ 1 80.4 -67.965 -8.9 3.192 105.701 68.5452 W- 1 80.4 -30.535 -80.1 12.008 118.139 85.7228
4872 b 0 4.18 -8.96 -20.88 0 23.1026 22.7213 b 0 4.18 -35.84 -5.22 52.1 63.5896 36.2181
4873 W+ 1 80.4 31.688 3.66 2.352 86.5287 31.8987 W- 1 80.4 61.512 2.44 36.848 107.757 61.5604
4874 W+ 1 80.4 15.555 -30.263 -2.7 87.3456 34.0266 W- 1 80.4 75.945 -26.837 -6.3 113.981 80.5473
4875 b 0 4.18 32.226 12.838 5.11 35.3117 34.689 b 0 4.18 46.374 13.362 45.99 66.7955 48.2607
4876 W+ 1 80.4 -7.365 14.28 7.308 82.3148 16.0674 W- 1 80.4 -41.735 11.22 17.892 93.016 43.2169
4877 tau+ 0 1.77 28.993 3.27 -0.528 29.2352 29.1768 tau- 0 1.77 7.707 18.53 -8.272 21.7788 20.0688
4878 tau+ 0 1.77 -43.29 4.88 -0.112 43.6003 43.5642 tau- 0 1.77 -4.81 56.12 -5.488 56.6202 56.3258
4879 W+ 1 80.4 -22.432 -41.664 10.308 93.8589 47.319 W- 1 80.4 -47.668 -32.736 75.592 124.588 57.8263
4880 Z 1 91.2 41.481 -0.431 0 100.191 41.4832 Z 1 91.2 0.418999 -42.669 28.9 104.754 42.6711
4881 b 0 4.18 -43.125 1.72 18.055 46.97 43.1593 b 0 4.18 -14.375 84.28 60.445 104.789 85.4971
4882 b 0 4.18 16.932 36.173 3.35 40.2973 39.9397 b 0 4.18 32.868 23.127 63.65 75.392 40.1891
4883 b 0 4.18 -7.455 19.712 15.861 26.7055 21.0746 b 0 4.18 -28.045 50.688 15.239 60.0458 57.9292
4884 b 0 4.18 1.539 -1.524 -11.1 12.0571 2.16589 b 0 4.18 0.361 -36.576 -62.9 72.8822 36.5778
4885 b 0 4.18 -3.325 58.962 0.78 59.2086 59.0557 b 0 4.18 -6.175 36.138 25.22 44.6946 36.6618
4886 tau+ 0 1.77 2.812 11.862 -7.965 14.6693 12.1908 tau- 0 1.77 4.788 54.038 -9.735 55.1447 54.2497
4887 b 0 4.18 32.585 7.812 -6.39 34.3673 33.5084 b 0 4.18 33.915 10.788 -64.61 73.8819 35.5894
4888 W+ 1 80.4 32.592 -4.884 0.716 86.8951 32.9559 W- 1 80.4 6.208 -35.816 17.184 89.8931 36.35
4889 b 0 4.18 -25.245 1.662 -6.36 26.4196 25.2997 b 0 4.18 -4.455 53.738 -46.64 71.417 53.9224
4890 b 0 4.18 -35.748 19.981 -1.61 41.1974 40.9531 b 0 4.18 -63.552 48.919 -2.99 80.3638 80.1993
4891 b 0 4.18 -33.022 7.968 -7.209 34.9769 33.9697 b 0 4.18 -8.778 58.432 -72.891 93.9251 59.0877
4892 W+ 1 80.4 -45.864 -1.575 -0.278 92.5755 45.891 W- 1 80.4 -8.736 -8.925 -27.522 85.8929 12.4889
4893 W+ 1 80.4 -32.175 -1.354 14.168 87.7608 32.2035 W- 1 80.4 -10.725 -66.346 47.432 115.025 67.2073
4894 b 0 4.18 42.93 -3.997 33.84 54.9689 43.1157 b 0 4.18 52.47 -53.103 36.66 83.2734 74.6527
4895 b 0 4.18 10.248 -59.202 -1.18 60.2392 60.0824 b 0 4.18 32.452 -30.498 -10.62 45.973 44.5338
4896 W+ 1 80.4 -1.264 -15.092 5.32 81.9868 15.1448 W- 1 80.4 -6.636 -19.208 7.98 83.3116 20.322
4897 W+ 1 80.4 0.568 4.862 1.813 80.5693 4.89507 W- 1 80.4 0.232 17.238 24.087 85.6828 17.2396
4898 b 0 4.18 10.088 1.779 -0 11.0637 10.2437 b 0 4.18 0.312 57.521 -48.3 75.2272 57.5218
4899 Z 1 91.2 6.467 -49.85 -14.28 105.11 50.2677 Z 1 91.2 15.833 -49.85 -53.72 118.063 52.304
4900 W+ 1 80.4 -36.918 -42.822 -3.328 98.3458 56.539 W- 1 80.4 -50.982 -36.478 -79.872 129.513 62.6882
4901 b 0 4.18 -46.376 -3.144 2.016 46.7135 46.4824 b 0 4.18 -6.324 -75.456 23.184 79.3005 75.7205
4902 b 0 4.18 75.66 -3.05 2.892 75.8919 75.7215 b 0 4.18 21.34 -27.45 21.208 40.9408 34.7692
4903 Z 1 91.2 42.625 -18.408 10.584 102.884 46.43 Z 1 91.2 34.875 -58.292 39.816 120.486 67.9281
4904 b 0 4.18 -8.987 -4.239 44.48 45.7677 9.93656 b 0 4.18 -72.713 -42.861 11.12 85.2372 84.4052
4905 b 0 4.18 -7.128 -6.453 -1.371 10.5736 9.61507 b 0 4.18 -0.972 -65.247 -44.329 78.9978 65.2542
4906 Z 1 91.2 -68.586 -14.208 -7.761 115.254 70.0422 Z 1 91.2 -28.014 -74.592 -51.939 131.772 79.679
4907 b 0 4.18 22.644 -10.336 1.233 25.2701 24.8914 b 0 4.18 7.956 -50.464 12.467 52.7524 51.0873
4908 b 0 4.18 -7.79 32.912 -7.515 34.8974 33.8214 b 0 4.18 -11.21 41.888 -42.585 60.9198 43.3621
4909 b 0 4.18 -24.18 -22.1 -11.305 34.905 32.7579 b 0 4.18 -53.82 -20.4 -55.195 79.8543 57.5565
4910 b 0 4.18 -83.472 -1.788 -0 83.5957 83.4911 b 0 4.18 -5.328 -28.012 -22 36.2565 28.5142
4911 tau+ 0 1.77 -10.608 -12.744 -2.345 16.8396 16.5813 tau- 0 1.77 -4.992 -34.456 -44.555 56.5722 34.8157
4912 b 0 4.18 17.914 20.625 -0.294 27.638 27.3185 b 0 4.18 50.986 61.875 -0.306 80.2848 80.1754
4913 b 0 4.18 5.06 28.384 0.884 29.1463 28.8315 b 0 4.18 4.14 60.316 5.916 60.8903 60.4579
4914 W+ 1 80.4 1.191 -10.17 -31.824 87.0734 10.2395 W- 1 80.4 38.509 -12.43 -29.376 94.6814 40.4654
4915 b 0 4.18 -9.637 0.868 -1.905 10.7111 9.67601 b 0 4.18 -32.263 0.532 -10.795 34.281 32.2674
4916 b 0 4.18 51.546 -4.288 1.788 51.9235 51.724 b 0 4.18 26.554 -9.112 87.612 92.0949 28.0739
4917 b 0 4.18 21.546 -12.69 -3.044 25.5344 25.0053 b 0 4.18 5.054 -71.91 -73.056 102.719 72.0874
4918 b 0 4.18 -48.62 -17.856 0.203 51.964 51.7952 b 0 4.18 -22.88 -39.744 20.097 50.2438 45.8593
4919 b 0 4.18 0.166 -11.492 20.296 23.6959 11.4932 b 0 4.18 16.434 -76.908 3.304 78.8245 78.6442
4920 b 0 4.18 -88.512 -0.876 0 88.615 88.5163 b 0 4.18 -3.688 -21.024 15.3 26.5927 21.345
4921 b 0 4.18 -63.519 -0.372 -3.642 63.7616 63.5201 b 0 4.18 -4.781 -36.828 -57.058 68.2074 37.137
4922 b 0 4.18 25.333 -0.356 6.916 26.5931 25.3355 b 0 4.18 7.567 -8.544 29.484 31.891 11.4131
4923 b 0 4.18 15.812 -5.034 3.24 17.4164 16.594 b 0 4.18 7.788 -78.866 8.76 79.8418 79.2496
4924 W+ 1 80.4 -4.018 0.033 35.032 87.7926 4.01814 W- 1 80.4 -5.782 3.267 25.368 84.5683 6.64115
4925 b 0 4.18 -8.162 10.36 14.5 20.0417 13.1889 b 0 4.18 -28.938 26.64 14.5 42.1286 39.3332
4926 W+ 1 80.4 2.17 -0.67 -15.262 81.8672 2.27108 W- 1 80.4 28.83 -0.33 -43.438 95.8243 28.8319
4927 b 0 4.18 15.162 4.484 -0.744 16.3713 15.8112 b 0 4.18 11.438 19.116 -2.356 22.7875 22.2767
4928 b 0 4.18 28.122 -6.677 0.018 29.2045 28.9038 b 0 4.18 4.578 -54.023 0.582 54.3806 54.2166
4929 b 0 4.18 -55.536 -2.244 -13.374 57.3203 55.5813 b 0 4.18 -15.664 -53.856 -60.926 82.9173 56.0877
4930 b 0 4.18 -25.757 8.385 -3.402 27.6184 27.0875 b 0 4.18 -34.143 47.515 -4.698 58.8469 58.51
4931 tau+ 0 1.77 10.777 0.284 -6.672 12.8013 10.7807 tau- 0 1.77 72.123 0.116 -35.028 80.1987 72.1231
4932 b 0 4.18 -3.817 -6.099 -64.61 65.1436 7.19495 b 0 4.18 -30.883 -26.001 -27.69 49.1327 40.3709
4933 b 0 4.18 -20.254 -11.253 30.349 38.4108 23.1701 b 0 4.18 -33.046 -25.047 67.551 79.3725 41.4655
4934 b 0 4.18 -5.757 55.1 3.015 55.6392 55.3999 b 0 4.18 -24.543 17.4 57.285 64.8395 30.0852
4935 b 0 4.18 -9.216 -25.506 -9.09 28.9066 27.1199 b 0 4.18 -5.184 -72.594 -81.81 109.577 72.7789
4936 b 0 4.18 32.752 3.572 0.994 33.2252 32.9462 b 0 4.18 4.048 85.728 13.206 86.9342 85.8235
4937 b 0 4.18 -13.248 3.948 1.864 14.5617 13.8238 b 0 4.18 -7.452 10.152 21.436 25.2105 12.5935
4938 b 0 4.18 -4.352 32.01 19.721 38.0785 32.3045 b 0 4.18 -50.048 26.19 33.579 65.8463 56.4864
4939 b 0 4.18 60.864 -8.16 -6.384 61.8809 61.4086 b 0 4.18 34.236 -46.24 -24.016 62.4859 57.5347
4940 b 0 4.18 -27.489 -9.12 0.999 29.2795 28.9624 b 0 4.18 -28.611 -28.88 2.701 40.9562 40.6527
4941 b 0 4.18 -14.364 -60.996 3.46 62.899 62.6645 b 0 4.18 -54.036 -27.404 31.14 68.2498 60.5877
4942 b 0 4.18 -55.968 6.215 -0.025 56.4669 56.312 b 0 4.18 -7.632 50.285 -2.475 51.0923 50.8609
4943 b 0 4.18 -16.224 0.976 43.008 46.1663 16.2533 b 0 4.18 -34.476 23.424 24.192 48.3736 41.6807
4944 b 0 4.18 63.09 9.83 0 63.9879 63.8512 b 0 4.18 7.01 88.47 53.5 103.71 88.7473
4945 b 0 4.18 46.02 -13.44 -14.58 50.2844 47.9424 b 0 4.18 30.68 -53.76 -58.32 85.1475 61.8983
4946 b 0 4.18 -28.234 11.594 19.48 36.4489 30.5218 b 0 4.18 -46.066 41.106 29.22 68.4329 61.7396
4947 b 0 4.18 78.9 0 0 79.0107 78.9 b 0 4.18 0 70.1 47.2 84.6128 70.1
4948 b 0 4.18 -10.476 -2.774 -46.17 47.6086 10.837 b 0 4.18 -28.324 -11.826 -39.33 50.0642 30.6937
4949 tau+ 0 1.77 -35.006 26.796 -11.024 45.4764 44.0845 tau- 0 1.77 -41.094 68.904 -31.376 86.163 80.2277
4950 b 0 4.18 -36.448 3.744 2.664 36.9735 36.6398 b 0 4.18 -17.152 10.656 41.736 46.5522 20.1926
4951 b 0 4.18 -73.778 -2.354 3.15 74.0009 73.8155 b 0 4.18 -25.922 -19.046 17.85 37.0243 32.1668
4952 b 0 4.18 -7.714 -16.345 -0.315 18.5536 18.0739 b 0 4.18 -5.586 -30.355 -4.185 31.4264 30.8647
4953 b 0 4.18 -60.84 -0.372 -0.74 60.989 60.8411 b 0 4.18 -17.16 -2.728 -6.66 19.0719 17.3755
4954 b 0 4.18 54.556 3.336 0 54.8175 54.6579 b 0 4.18 4.744 38.364 76.2 85.5466 38.6562
4955 b 0 4.18 -22.001 -21.8 1.133 31.2736 30.9723 b 0 4.18 -22.899 -32.7 9.167 41.1723 39.9206
4956 W+ 1 80.4 -4.316 3.263 -3.968 80.6795 5.41064 W- 1 80.4 -0.884 21.837 -95.232 126.534 21.8549
4957 Z 1 91.2 7.475 -74.925 1.038 118.271 75.297 Z 1 91.2 25.025 -24.975 50.862 110.247 35.3554
4958 b 0 4.18 -39.528 4.147 -1.54 39.9938 39.7449 b 0 4.18 -25.272 10.153 -13.86 30.8436 27.2352
4959 b 0 4.18 63.04 4.025 6.6 63.6496 63.1684 b 0 4.18 15.76 76.475 37.4 86.6778 78.082
4960 b 0 4.18 67.236 3.22 -6.088 67.7169 67.3131 b 0 4.18 18.964 19.78 -70.012 75.2996 27.4022
4961 b 0 4.18 -39.56 -6.636 0 40.3299 40.1127 b 0 4.18 -6.44 -40.764 9.1 42.4672 41.2696
4962 b 0 4.18 22.962 -48.51 -6.192 54.1875 53.67 b 0 4.18 30.438 -50.49 -71.208 92.5406 58.9552
4963 W+ 1 80.4 22.278 0.347 -14.16 84.6233 22.2807 W- 1 80.4 5.922 34.353 -56.64 104.343 34.8597
4964 Z 1 91.2 -10.437 -4.914 -19.604 93.9938 11.536 Z 1 91.2 -39.263 -18.486 -14.196 101.992 43.3972
4965 b 0 4.18 -0.92 -9.086 -1.694 10.1855 9.13246 b 0 4.18 -91.08 -2.714 -6.006 91.4138 91.1204
4966 tau+ 0 1.77 -34.481 -5.2 14.742 37.9004 34.8709 tau- 0 1.77 -49.619 -20.8 23.058 58.5618 53.8023
4967 b 0 4.18 15.675 14.756 -8.697 23.5914 21.5278 b 0 4.18 31.825 37.944 -13.603 51.5276 49.5235
4968 b 0 4.18 -14.25 -2.358 -0.466 15.0437 14.4438 b 0 4.18 -0.75 -76.242 -22.834 79.7011 76.2457
4969 b 0 4.18 -30.503 4.95 9.46 32.5868 30.902 b 0 4.18 -34.397 50.05 12.04 62.0531 60.7302
4970 b 0 4.18 5.684 0.926 0.118 7.117 5.75893 b 0 4.18 0.116 91.674 11.682 92.5099 91.6741
4971 b 0 4.18 -9.853 -5.612 -10.62 16.0883 11.3391 b 0 4.18 -6.847 -18.788 -48.38 52.5164 19.9968
4972 b 0 4.18 -0.756 52.479 0.929 52.6588 52.4844 b 0 4.18 -1.344 30.821 91.971 97.0973 30.8503
4973 Z 1 91.2 15.045 -2.893 1.712 92.4937 15.3206 Z 1 91.2 2.655 -23.407 41.088 102.765 23.5571
4974 b 0 4.18 -13.515 4.879 -29.25 32.8557 14.3687 b 0 4.18 -11.985 23.821 -68.25 73.3936 26.6661
